GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg Seq
32.1460 0.1700 96.4000 0.0042 0.0020 215 1.2080 -0.5 -0.8191520442889917 -0.5735764363510462 1.7968179012345676e-05 4.185434027777778e-06 0 5641
32.1540 0.1320 93.9000 0.0052 0.0047 96 3.5746 -0.5 -0.10452846326765333 0.9945218953682734 2.727160493827161e-05 2.1829660493827163e-05 0 5642
32.1660 0.1740 96.3000 0.0032 0.0018 148 1.5824 -0.5 -0.848048096156426 0.5299192642332049 1.0302316743827161e-05 3.2100694444444446e-06 0 5644
32.1780 0.1700 96.3000 0.0026 0.0018 137 1.9215 -0.5 -0.7313537016191705 0.6819983600624985 6.55929012345679e-06 3.2400000000000007e-06 1 5645
32.1990 0.1500 94.5000 0.0042 0.0030 205 1.0338 -0.5 -0.90630778703665 -0.4226182617406993 1.7838890817901233e-05 9.243288966049385e-06 0 5646
32.2720 -0.2260 22.6000 0.0037 0.0033 229 2.2277 0.5 -0.6560590289905074 -0.7547095802227719 1.3937777777777778e-05 1.0616736111111112e-05 0 5655
32.3100 -0.4130 72.4000 0.0037 0.0024 102 1.9215 -0.5 -0.20791169081775934 0.9781476007338057 1.3363086419753087e-05 5.800069444444445e-06 1 5660
32.3730 0.0790 43.0000 0.0053 0.0037 164 1.0291 0.5 -0.9612616959383189 0.2756373558169992 2.854824266975309e-05 1.3505625000000002e-05 0 5668
32.4040 0.0770 42.7000 0.0037 0.0027 112 1.9215 0.5 -0.37460659341591207 0.9271838545667874 1.3454631558641974e-05 7.066736111111111e-06 1 5672
32.4140 -0.4580 19.7000 0.0022 0.0014 180 1.9215 -0.5 -1.0 1.2246467991473532e-16 4.901304012345679e-06 1.92515625e-06 1 5675
32.5040 0.2560 50.1000 0.0055 0.0025 169 2.7363 -0.5 -0.981627183447664 0.19080899537654497 3.0250000000000007e-05 6.016118827160494e-06 0 5689
32.5850 0.2940 75.7000 0.0046 0.0021 252 1.9215 -0.5 -0.30901699437494756 -0.9510565162951535 2.1300788966049376e-05 4.3113908179012345e-06 1 5703
32.6050 -0.0350 77.7000 0.0040 0.0031 240 1.9215 0.5 -0.49999999999999967 -0.8660254037844388 1.638000771604938e-05 9.644475308641974e-06 1 5707
32.6030 -0.2800 89.9000 0.0023 0.0017 239 1.9215 -0.5 -0.5150380749100545 -0.8571673007021121 5.3219926697530864e-06 2.727085262345679e-06 1 5708
32.6510 -0.2480 89.1000 0.0058 0.0033 172 1.9215 -0.5 -0.9902680687415703 0.13917310096006574 3.3995378086419746e-05 1.1138906250000001e-05 1 5719
32.6970 -0.3000 90.0000 0.0025 0.0021 219 0.9396 -0.5 -0.7771459614569711 -0.6293203910498373 6.194567901234568e-06 4.533350694444445e-06 0 5725
32.6980 0.1010 95.3000 0.0054 0.0031 121 1.9215 -0.5 -0.5150380749100542 0.8571673007021123 2.8890625000000006e-05 9.541234567901235e-06 1 5727
32.7030 0.4920 8.8000 0.0032 0.0023 212 0.2425 -0.5 -0.8480480961564261 -0.5299192642332048 1.0027777777777778e-05 5.200933641975309e-06 0 5729
32.7380 0.1620 20.3000 0.0024 0.0013 202 1.9215 -0.5 -0.9271838545667874 -0.374606593415912 5.914353780864197e-06 1.7299556327160496e-06 1 5735
32.7390 0.1950 19.3000 0.0059 0.0047 124 2.1170 0.5 -0.5591929034707467 0.8290375725550418 3.4990511188271606e-05 2.2181483410493824e-05 0 5738
32.7780 0.1680 19.7000 0.0019 0.0017 114 1.9215 0.5 -0.40673664307580026 0.9135454576426009 3.448242669753086e-06 2.7963271604938266e-06 1 5748
32.7990 0.1930 14.3000 0.0050 0.0045 265 1.9215 0.5 -0.08715574274765825 -0.9961946980917455 2.5041684027777782e-05 2.041282600308642e-05 1 5750
32.8290 0.3540 9.0000 0.0049 0.0039 196 1.9215 -0.5 -0.9612616959383189 -0.275637355816999 2.3996390817901237e-05 1.5340277777777775e-05 1 5757
32.8410 0.4060 92.8000 0.0031 0.0018 124 1.9215 -0.5 -0.5591929034707467 0.8290375725550418 9.310974151234567e-06 3.2600308641975305e-06 1 5763
32.8480 0.3620 9.0000 0.0044 0.0018 123 1.9215 -0.5 -0.5446390350150271 0.838670567945424 1.9225788966049383e-05 3.1211111111111115e-06 1 5764
32.8620 -0.4110 48.6000 0.0046 0.0032 224 1.2928 0.5 -0.7193398003386511 -0.6946583704589974 2.1480650077160486e-05 1.0107100694444446e-05 0 5770
32.8780 0.3340 9.1000 0.0036 0.0021 241 0.4639 -0.5 -0.48480962024633767 -0.8746197071393955 1.2641975308641977e-05 4.265372299382716e-06 0 5774
32.8820 -0.4500 49.2000 0.0056 0.0046 199 1.9215 0.5 -0.945518575599317 -0.32556815445715637 3.1266736111111114e-05 2.1467777777777777e-05 1 5777
32.9070 -0.4780 49.0000 0.0031 0.0023 266 1.5871 -0.5 -0.06975647374412558 -0.9975640502598242 9.618613040123456e-06 5.502934027777778e-06 0 5779
32.9630 -0.3230 49.2000 0.0039 0.0024 185 3.8713 0.5 -0.9961946980917455 -0.08715574274765794 1.5253364197530865e-05 5.982100694444444e-06 0 5783
32.9660 -0.3390 49.5000 0.0025 0.0024 122 1.9215 0.5 -0.5299192642332048 0.8480480961564261 6.077594521604937e-06 5.74667438271605e-06 1 5785
32.9700 -0.3080 49.2000 0.0030 0.0023 200 1.9215 0.5 -0.9396926207859084 -0.34202014332566866 8.825850694444446e-06 5.118906249999999e-06 1 5786
32.9770 -0.0740 89.2000 0.0031 0.0026 152 2.0157 -0.5 -0.882947592858927 0.4694715627858907 9.635850694444446e-06 6.687970679012346e-06 0 5789
32.9930 -0.5500 50.2000 0.0025 0.0014 210 1.9215 -0.5 -0.8660254037844388 -0.4999999999999998 6.18765625e-06 2.06640625e-06 1 5791
33.1360 -0.0220 102.3000 0.0036 0.0023 213 1.6861 0.5 -0.838670567945424 -0.5446390350150271 1.3060192901234566e-05 5.106344521604937e-06 0 5811
33.3260 -0.0240 101.8000 0.0024 0.0016 225 1.9215 -0.5 -0.7071067811865477 -0.7071067811865475 5.914353780864197e-06 2.7133410493827162e-06 1 5835
33.3320 -0.5250 92.0000 0.0073 0.0029 228 1.9215 -0.5 -0.6691306063588585 -0.743144825477394 5.347265624999999e-05 8.329637345679015e-06 1 5836
33.3640 -0.0080 72.5000 0.0041 0.0034 177 2.6233 -0.5 -0.9986295347545738 0.05233595624294425 1.6992716049382717e-05 1.157889660493827e-05 0 5845
33.4260 -0.0080 74.9000 0.0064 0.0059 157 2.3360 0.5 -0.9205048534524404 0.39073112848927377 4.087115933641975e-05 3.5138549382716045e-05 0 5854
33.4230 0.1240 83.1000 0.0042 0.0028 199 2.1547 -0.5 -0.945518575599317 -0.32556815445715637 1.787410493827161e-05 7.731489197530865e-06 0 5856
33.5530 -0.0430 103.0000 0.0041 0.0026 176 1.9215 -0.5 -0.9975640502598242 0.06975647374412552 1.6616946373456792e-05 6.6521006944444445e-06 1 5879
33.5650 0.0260 72.0000 0.0041 0.0035 149 1.9215 -0.5 -0.8571673007021121 0.5150380749100544 1.691265625e-05 1.2327901234567901e-05 1 5883
33.6020 -0.4810 62.5000 0.0043 0.0028 109 1.9215 -0.5 -0.32556815445715664 0.9455185755993168 1.872966049382716e-05 7.67751736111111e-06 1 5888
33.6390 -0.2280 61.9000 0.0038 0.0032 130 2.6209 0.5 -0.6427876096865393 0.7660444431189781 1.4662517361111113e-05 1.0177872299382714e-05 0 5899
33.7320 -0.0120 104.9000 0.0095 0.0052 165 2.0770 -0.5 -0.9659258262890683 0.2588190451025206 9.104340277777778e-05 2.743140625e-05 0 5916
33.7780 -0.1720 51.7000 0.0060 0.0036 157 1.9215 0.5 -0.9205048534524404 0.39073112848927377 3.5700625000000003e-05 1.3292100694444445e-05 1 5924
33.8120 -0.1540 52.5000 0.0057 0.0052 243 1.9215 0.5 -0.4539904997395469 -0.8910065241883678 3.288703896604938e-05 2.693898341049382e-05 1 5928
33.8170 -0.2170 47.9000 0.0035 0.0027 133 1.9215 -0.5 -0.6819983600624984 0.7313537016191707 1.2172345679012346e-05 7.2077334104938265e-06 1 5930
33.9990 0.2080 59.3000 0.0043 0.0031 155 1.9215 -0.5 -0.9063077870366499 0.4226182617406995 1.8669600694444446e-05 9.627229938271604e-06 1 5954
34.0200 -0.3130 11.1000 0.0046 0.0031 258 1.9215 -0.5 -0.20791169081775895 -0.9781476007338057 2.133926697530864e-05 9.455625e-06 1 5960
34.0420 0.0630 36.2000 0.0067 0.0047 185 1.9215 0.5 -0.9961946980917455 -0.08715574274765794 4.446296489197531e-05 2.2116118827160496e-05 1 5962
34.0470 0.1470 55.2000 0.0059 0.0039 266 1.9215 -0.5 -0.06975647374412558 -0.9975640502598242 3.469537229938271e-05 1.495111111111111e-05 1 5963
34.0910 0.4430 33.3000 0.0050 0.0038 145 1.9215 0.5 -0.8191520442889917 0.5735764363510464 2.454376736111111e-05 1.4156406249999998e-05 1 5970
34.0880 0.0080 57.6000 0.0078 0.0056 107 4.7897 -0.5 -0.29237170472273666 0.9563047559630355 6.160069637345678e-05 3.181273341049383e-05 0 5971
34.1170 -0.2650 57.7000 0.0057 0.0038 260 1.9215 -0.5 -0.17364817766693033 -0.984807753012208 3.244251736111111e-05 1.4072918595679015e-05 1 5974
34.1270 0.0710 56.8000 0.0077 0.0045 136 1.5848 -0.5 -0.719339800338651 0.6946583704589975 5.9204475308641964e-05 1.9975933641975307e-05 0 5976
34.1310 0.4730 35.3000 0.0040 0.0033 254 1.9215 0.5 -0.2756373558169997 -0.9612616959383187 1.5635434027777777e-05 1.1148179012345677e-05 1 5977
34.1590 -0.3500 53.4000 0.0040 0.0038 208 1.9215 -0.5 -0.8829475928589269 -0.46947156278589086 1.6e-05 1.4705094521604936e-05 1 5984
34.1690 0.0910 56.7000 0.0034 0.0025 182 1.9050 -0.5 -0.9993908270190958 -0.03489949670250089 1.1353155864197533e-05 6.277808641975309e-06 0 5986
34.1900 -0.5920 58.2000 0.0031 0.0026 171 3.0259 -0.5 -0.9876883405951377 0.15643446504023098 9.327934027777777e-06 6.616327160493828e-06 0 5990
34.1980 0.2770 59.6000 0.0035 0.0018 205 1.9215 -0.5 -0.90630778703665 -0.4226182617406993 1.2504081790123459e-05 3.165434027777778e-06 1 5993
34.2220 0.0560 57.1000 0.0046 0.0021 186 1.9215 -0.5 -0.9945218953682733 -0.10452846326765348 2.1377779706790125e-05 4.380881558641975e-06 1 5996
34.2160 0.1230 58.0000 0.0079 0.0045 125 1.9215 -0.5 -0.5735764363510462 0.8191520442889917 6.262963734567901e-05 2.0588906249999997e-05 1 5998
34.2420 0.2330 58.6000 0.0072 0.0052 152 3.1790 -0.5 -0.882947592858927 0.4694715627858907 5.126162229938271e-05 2.6622733410493822e-05 0 6000
34.2550 0.2110 58.6000 0.0072 0.0035 156 1.8933 -0.5 -0.913545457642601 0.40673664307580004 5.1480624999999985e-05 1.2318150077160493e-05 0 6001
34.2540 0.1490 58.2000 0.0097 0.0086 263 1.5283 -0.5 -0.12186934340514717 -0.9925461516413221 9.46837114197531e-05 7.355444637345679e-05 0 6002
34.3110 0.1780 56.2000 0.0109 0.0049 206 1.9215 -0.5 -0.8987940462991669 -0.43837114678907746 0.00011850741512345678 2.3752085262345682e-05 1 6009
34.3510 0.1950 56.7000 0.0061 0.0042 137 0.9655 -0.5 -0.7313537016191705 0.6819983600624985 3.780541859567902e-05 1.7384266975308643e-05 0 6025
34.3590 0.2450 58.4000 0.0045 0.0032 175 1.9215 -0.5 -0.9961946980917455 0.0871557427476582 2.0262501929012337e-05 1.0124770447530864e-05 1 6026
34.4030 0.2290 57.2000 0.0094 0.0062 142 1.9215 -0.5 -0.7880107536067219 0.6156614753256584 8.830778549382715e-05 3.873333526234568e-05 1 6034
34.4550 0.0080 88.3000 0.0047 0.0029 133 2.2065 0.5 -0.6819983600624984 0.7313537016191707 2.209e-05 8.547501929012347e-06 0 6041
34.4540 0.2530 59.3000 0.0065 0.0050 218 1.6319 -0.5 -0.788010753606722 -0.6156614753256582 4.2593751929012345e-05 2.4502500000000005e-05 0 6043
34.4820 0.1250 63.3000 0.0028 0.0018 138 1.9215 -0.5 -0.7431448254773944 0.669130606358858 7.902345679012345e-06 3.3917361111111107e-06 1 6046
34.4830 0.2880 58.7000 0.0041 0.0024 180 1.9215 -0.5 -1.0 1.2246467991473532e-16 1.6981267361111117e-05 5.8134567901234555e-06 1 6048
34.5140 0.3080 59.4000 0.0076 0.0035 169 1.9215 -0.5 -0.981627183447664 0.19080899537654497 5.8013611111111125e-05 1.2046684027777777e-05 1 6052
34.5430 0.3270 59.8000 0.0033 0.0025 146 1.9215 -0.5 -0.8290375725550416 0.5591929034707469 1.0652970679012347e-05 6.18765625e-06 1 6057
34.5480 -0.4790 32.3000 0.0039 0.0029 140 1.9215 -0.5 -0.7660444431189779 0.6427876096865395 1.483319637345679e-05 8.337656249999998e-06 1 6060
34.5640 -0.4450 32.3000 0.0072 0.0038 100 1.9215 -0.5 -0.1736481776669303 0.984807753012208 5.204019290123457e-05 1.4198242669753084e-05 1 6066
34.5680 0.3360 59.2000 0.0031 0.0022 147 1.9215 -0.5 -0.8386705679454242 0.5446390350150269 9.896267361111108e-06 4.919770447530864e-06 1 6070
34.5920 0.2390 -24.1000 0.0055 0.0034 225 1.9215 0.5 -0.7071067811865477 -0.7071067811865475 3.0188919753086426e-05 1.1854631558641976e-05 1 6075
34.6870 0.0700 48.4000 0.0031 0.0028 159 1.9215 0.5 -0.9335804264972016 0.35836794954530066 9.498381558641975e-06 7.80891975308642e-06 1 6095
34.7010 0.3030 58.5000 0.0028 0.0022 190 1.9215 -0.5 -0.9848077530122081 -0.17364817766693003 7.785650077160494e-06 4.944446373456792e-06 1 6097
34.7140 -0.5940 44.6000 0.0034 0.0026 115 1.5165 -0.5 -0.42261826174069933 0.90630778703665 1.1400001929012345e-05 6.516674382716048e-06 0 6101
34.7250 -0.4400 41.8000 0.0055 0.0033 213 1.9215 -0.5 -0.838670567945424 -0.5446390350150271 3.0112656249999992e-05 1.0954261188271605e-05 1 6105
34.7360 -0.5650 42.2000 0.0033 0.0026 201 1.9215 -0.5 -0.9335804264972016 -0.35836794954530043 1.112963734567901e-05 6.7383506944444465e-06 1 6108
34.7420 -0.1270 79.1000 0.0049 0.0039 135 1.2810 -0.5 -0.7071067811865475 0.7071067811865476 2.4146304012345685e-05 1.5275069444444443e-05 0 6112
34.7630 0.3560 54.0000 0.0085 0.0055 248 1.9215 -0.5 -0.3746065934159123 -0.9271838545667873 7.293634452160495e-05 2.9838906249999995e-05 1 6121
34.7690 -0.5210 35.8000 0.0033 0.0021 148 3.1531 -0.5 -0.848048096156426 0.5299192642332049 1.1148179012345677e-05 4.231020447530864e-06 0 6122
34.7750 -0.5570 41.7000 0.0089 0.0063 215 1.8226 -0.5 -0.8191520442889917 -0.5735764363510462 7.935840277777779e-05 3.991782600308642e-05 0 6123
34.8210 0.0690 48.8000 0.0050 0.0042 104 1.9215 -0.5 -0.24192189559966756 0.9702957262759965 2.51530111882716e-05 1.8050696373456788e-05 1 6132
34.8290 0.4510 57.4000 0.0036 0.0034 127 1.9215 -0.5 -0.601815023152048 0.798635510047293 1.3030094521604936e-05 1.157889660493827e-05 1 6134
34.8450 0.4310 57.9000 0.0055 0.0029 160 1.9215 -0.5 -0.9396926207859083 0.3420201433256689 3.0280563271604935e-05 8.138341049382717e-06 1 6135
34.8390 -0.0460 49.5000 0.0051 0.0026 233 1.9215 0.5 -0.6018150231520483 -0.7986355100472928 2.5727438271604944e-05 6.890624999999999e-06 1 6139
34.8460 0.0620 85.1000 0.0031 0.0029 122 1.0432 -0.5 -0.5299192642332048 0.8480480961564261 9.489822530864197e-06 8.265625e-06 0 6140
34.8470 0.3210 53.5000 0.0052 0.0041 160 1.9215 -0.5 -0.9396926207859083 0.3420201433256689 2.7025557484567905e-05 1.652648341049383e-05 1 6141
34.8540 -0.5280 46.9000 0.0028 0.0016 185 1.9215 -0.5 -0.9961946980917455 -0.08715574274765794 7.708335262345676e-06 2.4370679012345683e-06 1 6145
34.8640 0.4150 57.9000 0.0033 0.0020 122 1.9215 -0.5 -0.5299192642332048 0.8480480961564261 1.0798526234567902e-05 4.022253086419753e-06 1 6147
34.9030 -0.4220 45.5000 0.0027 0.0018 156 1.9215 -0.5 -0.913545457642601 0.40673664307580004 7.1333506944444435e-06 3.215048225308642e-06 1 6156
34.9040 -0.4000 44.0000 0.0040 0.0028 234 1.9215 -0.5 -0.5877852522924732 -0.8090169943749473 1.5712415123456793e-05 7.577785493827159e-06 1 6157
34.9220 0.1360 42.1000 0.0044 0.0027 170 0.6358 -0.5 -0.9848077530122081 0.17364817766693025 1.9347779706790123e-05 7.237594521604939e-06 0 6160
34.9220 0.4410 51.4000 0.0035 0.0021 172 1.9215 -0.5 -0.9902680687415703 0.13917310096006574 1.2211141975308643e-05 4.3229340277777774e-06 1 6161
34.9420 0.3430 52.2000 0.0047 0.0016 152 1.9215 -0.5 -0.882947592858927 0.4694715627858907 2.216840277777778e-05 2.5912056327160494e-06 1 6167
35.0180 0.1380 51.4000 0.0023 0.0018 221 1.9215 -0.5 -0.7547095802227721 -0.6560590289905072 5.354081790123456e-06 3.190192901234567e-06 1 6187
35.0170 0.3530 52.9000 0.0087 0.0053 218 3.2261 -0.5 -0.788010753606722 -0.6156614753256582 7.588345679012345e-05 2.8474081790123453e-05 0 6188
35.0190 -0.4770 50.6000 0.0044 0.0026 215 1.9215 0.5 -0.8191520442889917 -0.5735764363510462 1.899506944444444e-05 6.545069444444445e-06 1 6191
35.0350 -0.4110 42.4000 0.0027 0.0020 135 1.9215 -0.5 -0.7071067811865475 0.7071067811865476 7.320030864197532e-06 4.168402777777777e-06 1 6193
35.0440 0.3170 52.0000 0.0076 0.0043 139 1.9215 -0.5 -0.754709580222772 0.6560590289905073 5.822537808641975e-05 1.849e-05 1 6195
35.0480 -0.4820 51.2000 0.0056 0.0039 233 1.9592 0.5 -0.6018150231520483 -0.7986355100472928 3.1546944444444443e-05 1.555864197530864e-05 0 6196
35.0660 0.3040 51.0000 0.0034 0.0031 163 1.9215 -0.5 -0.9563047559630354 0.292371704722737 1.130640625e-05 9.59278549382716e-06 1 6200
35.1380 0.3360 51.5000 0.0049 0.0036 173 1.9215 -0.5 -0.992546151641322 0.12186934340514755 2.432407600308642e-05 1.2820378086419753e-05 1 6210
35.1830 0.3220 51.6000 0.0031 0.0019 225 1.9215 -0.5 -0.7071067811865477 -0.7071067811865475 9.498381558641975e-06 3.515625e-06 1 6216
35.1810 0.4710 53.3000 0.0046 0.0023 269 1.9215 -0.5 -0.017452406437283498 -0.9998476951563913 2.0778402777777778e-05 5.18827160493827e-06 1 6217
35.2120 0.4880 92.4000 0.0018 0.0015 217 1.9215 -0.5 -0.7986355100472928 -0.6018150231520484 3.2550173611111108e-06 2.3383506944444445e-06 1 6218
35.2190 0.4740 92.2000 0.0033 0.0021 218 1.9215 -0.5 -0.788010753606722 -0.6156614753256582 1.0789400077160492e-05 4.3113908179012345e-06 1 6219
35.2590 -0.2750 60.5000 0.0042 0.0027 227 1.9215 -0.5 -0.6819983600624986 -0.7313537016191705 1.7593364197530863e-05 7.096304012345678e-06 1 6227
35.2850 -0.5380 36.1000 0.0032 0.0022 235 1.9215 -0.5 -0.5735764363510457 -0.8191520442889921 1.0160156249999998e-05 4.827785493827161e-06 1 6232
35.3090 0.2560 70.7000 0.0032 0.0019 254 0.8878 -0.5 -0.2756373558169997 -0.9612616959383187 1.001019290123457e-05 3.6682889660493825e-06 0 6234
35.3140 -0.3780 45.8000 0.0025 0.0015 131 1.9215 -0.5 -0.6560590289905072 0.7547095802227721 6.194567901234568e-06 2.106529706790123e-06 1 6241
35.3240 0.4360 93.8000 0.0020 0.0015 150 1.9215 -0.5 -0.8660254037844385 0.5000000000000003 4.072548225308641e-06 2.308711419753086e-06 1 6242
35.3330 -0.3770 44.8000 0.0042 0.0031 124 1.9215 -0.5 -0.5591929034707467 0.8290375725550418 1.7616674382716048e-05 9.861344521604939e-06 1 6243
35.4160 0.4280 96.0000 0.0054 0.0023 160 1.9215 -0.5 -0.9396926207859083 0.3420201433256689 2.911501736111111e-05 5.386267361111112e-06 1 6262
35.4320 0.1380 75.4000 0.0050 0.0030 118 1.1444 -0.5 -0.46947156278589053 0.8829475928589271 2.4902872299382713e-05 9.26018711419753e-06 0 6265
35.4420 0.2790 47.9000 0.0021 0.0017 172 1.9215 -0.5 -0.9902680687415703 0.13917310096006574 4.31716049382716e-06 2.999631558641976e-06 1 6268
35.4430 -0.0120 94.9000 0.0028 0.0025 261 1.8627 0.5 -0.15643446504023106 -0.9876883405951377 8.090864197530866e-06 6.270850694444445e-06 0 6270
35.4840 -0.2980 44.7000 0.0076 0.0041 137 1.0714 -0.5 -0.7313537016191705 0.6819983600624985 5.803477044753087e-05 1.7038549382716052e-05 0 6277
35.4960 -0.0120 58.4000 0.0061 0.0052 246 2.0558 0.5 -0.4067366430758009 -0.9135454576426006 3.692250192901235e-05 2.6608402777777778e-05 0 6280
35.5120 -0.0420 55.5000 0.0071 0.0050 184 1.9215 0.5 -0.9975640502598242 -0.06975647374412527 5.007527970679012e-05 2.4986113040123463e-05 1 6285
35.5280 -0.2680 45.7000 0.0069 0.0033 134 1.1539 -0.5 -0.6946583704589974 0.7193398003386511 4.789793402777777e-05 1.0917517361111111e-05 0 6289
35.5210 0.0920 79.0000 0.0018 0.0010 138 1.9215 -0.5 -0.7431448254773944 0.669130606358858 3.36620563271605e-06 9.31761188271605e-07 1 6290
35.5450 0.0630 50.6000 0.0019 0.0017 165 1.9215 0.5 -0.9659258262890683 0.2588190451025206 3.72704475308642e-06 2.980418595679012e-06 1 6295
35.5420 0.1440 83.5000 0.0041 0.0020 130 1.9215 -0.5 -0.6427876096865393 0.7660444431189781 1.6413751929012348e-05 4.089382716049383e-06 1 6296
35.5630 0.1520 83.4000 0.0047 0.0032 148 1.9215 -0.5 -0.848048096156426 0.5299192642332049 2.2246944444444444e-05 1.05625e-05 1 6297
35.5810 0.0640 50.5000 0.0102 0.0076 238 3.1201 0.5 -0.529919264233205 -0.8480480961564258 0.00010336111111111113 5.837384452160493e-05 0 6298
35.5790 -0.0320 53.0000 0.0045 0.0039 121 4.0008 0.5 -0.5150380749100542 0.8571673007021123 2.0025625e-05 1.5112656249999999e-05 0 6300
35.5800 0.0060 53.9000 0.0052 0.0049 266 4.6178 0.5 -0.06975647374412558 -0.9975640502598242 2.7213611111111115e-05 2.401e-05 0 6301
35.5910 0.1510 83.1000 0.0036 0.0021 220 1.9215 -0.5 -0.7660444431189781 -0.6427876096865393 1.2760771604938268e-05 4.4275173611111105e-06 1 6305
35.5960 -0.3680 54.5000 0.0040 0.0021 189 1.9215 -0.5 -0.9876883405951378 -0.15643446504023076 1.562445216049383e-05 4.4275173611111105e-06 1 6307
35.6110 -0.0270 54.1000 0.0075 0.0046 266 1.9215 0.5 -0.06975647374412558 -0.9975640502598242 5.668835069444444e-05 2.0905216049382717e-05 1 6308
35.6020 -0.5370 55.6000 0.0040 0.0023 104 1.0809 -0.5 -0.24192189559966756 0.9702957262759965 1.6267777777777776e-05 5.3219926697530864e-06 0 6310
35.6010 -0.2290 45.5000 0.0033 0.0018 134 1.0479 -0.5 -0.6946583704589974 0.7193398003386511 1.1203896604938273e-05 3.225017361111111e-06 0 6311
35.6040 -0.2540 44.0000 0.0053 0.0040 143 1.8886 -0.5 -0.7986355100472929 0.6018150231520482 2.8252177854938276e-05 1.590015625e-05 0 6314
35.6050 0.1170 85.6000 0.0038 0.0023 241 1.9215 -0.5 -0.48480962024633767 -0.8746197071393955 1.4694444444444447e-05 5.2644753086419755e-06 1 6315
35.6660 0.1840 29.2000 0.0055 0.0030 181 1.9215 -0.5 -0.9998476951563913 -0.017452406437283192 3.0433611111111105e-05 8.825850694444446e-06 1 6324
35.6690 -0.0510 50.1000 0.0049 0.0026 110 1.9215 0.5 -0.3420201433256687 0.9396926207859084 2.402361304012346e-05 6.876049382716048e-06 1 6325
35.6820 -0.1740 28.0000 0.0057 0.0040 182 0.9090 -0.5 -0.9993908270190958 -0.03489949670250089 3.291890625e-05 1.6e-05 0 6327
35.6840 -0.0120 51.8000 0.0065 0.0038 228 1.9215 0.5 -0.6691306063588585 -0.743144825477394 4.266629822530864e-05 1.4747733410493825e-05 1 6328
35.6880 -0.0600 51.0000 0.0056 0.0029 97 1.9215 0.5 -0.12186934340514738 0.9925461516413221 3.148456790123457e-05 8.653402777777778e-06 1 6329
35.6900 -0.0950 50.4000 0.0031 0.0025 248 1.9215 0.5 -0.3746065934159123 -0.9271838545667873 9.455625e-06 6.347600308641975e-06 1 6330
35.7030 -0.0370 51.8000 0.0023 0.0019 101 1.9215 0.5 -0.1908089953765448 0.981627183447664 5.373381558641977e-06 3.8024999999999996e-06 1 6332
35.7150 -0.0200 50.8000 0.0025 0.0018 248 1.9215 0.5 -0.3746065934159123 -0.9271838545667873 6.453011188271604e-06 3.3407716049382717e-06 1 6334
35.8420 -0.2290 27.8000 0.0062 0.0045 211 0.7983 -0.5 -0.8571673007021123 -0.5150380749100542 3.8923734567901237e-05 1.9851975308641974e-05 0 6351
36.0050 -0.4010 59.5000 0.0038 0.0027 140 1.9215 -0.5 -0.7660444431189779 0.6427876096865395 1.467315586419753e-05 7.037229938271605e-06 1 6364
36.3380 0.1760 29.0000 0.0039 0.0028 181 1.9215 -0.5 -0.9998476951563913 -0.017452406437283192 1.5405625000000005e-05 7.608402777777776e-06 1 6383
36.3460 -0.0830 32.1000 0.0039 0.0024 243 1.9215 -0.5 -0.4539904997395469 -0.8910065241883678 1.5220835262345678e-05 5.914353780864197e-06 1 6384
36.3730 0.1430 56.6000 0.0029 0.0020 134 1.9215 -0.5 -0.6946583704589974 0.7193398003386511 8.612594521604938e-06 3.9722704475308645e-06 1 6387
36.4050 0.1280 55.8000 0.0051 0.0029 211 1.9215 -0.5 -0.8571673007021123 -0.5150380749100542 2.5854400077160494e-05 8.36173611111111e-06 1 6391
36.4600 -0.1930 74.8000 0.0051 0.0038 134 1.9215 0.5 -0.6946583704589974 0.7193398003386511 2.602416859567901e-05 1.4219184027777775e-05 1 6395
36.4750 -0.1560 76.2000 0.0040 0.0023 222 1.9215 0.5 -0.7431448254773942 -0.6691306063588582 1.566840277777778e-05 5.213611111111112e-06 1 6396
36.5090 -0.1260 75.8000 0.0048 0.0030 179 1.9215 -0.5 -0.9998476951563913 0.017452406437283435 2.3186900077160493e-05 9.243288966049385e-06 1 6398
36.6440 -0.1070 52.2000 0.0031 0.0016 172 1.5989 -0.5 -0.9902680687415703 0.13917310096006574 9.387415123456789e-06 2.640625e-06 0 6401
36.6690 -0.1170 52.9000 0.0052 0.0035 253 1.2222 -0.5 -0.2923717047227362 -0.9563047559630357 2.6536807484567907e-05 1.2104600694444445e-05 0 6402
36.7490 -0.1530 54.4000 0.0036 0.0029 229 1.9215 -0.5 -0.6560590289905074 -0.7547095802227719 1.3050156250000001e-05 8.677934027777778e-06 1 6405
36.8690 -0.1240 79.3000 0.0020 0.0015 124 1.9215 0.5 -0.5591929034707467 0.8290375725550418 4.066944444444444e-06 2.270881558641975e-06 1 6415
36.9050 -0.4120 79.4000 0.0055 0.0025 227 1.9451 -0.5 -0.6819983600624986 -0.7313537016191705 3.0112656249999992e-05 6.091298225308641e-06 0 6420
36.9200 0.4820 -30.3000 0.0021 0.0017 144 3.0777 0.5 -0.8090169943749473 0.5877852522924732 4.35765625e-06 2.951714891975308e-06 0 6421
37.2000 -0.4200 36.5000 0.0036 0.0022 130 1.9215 0.5 -0.6427876096865393 0.7660444431189781 1.2850233410493828e-05 4.827785493827161e-06 1 6429
